Datum,Altersgruppe,Todesfaelle
2022-W5,65-69,1413
2022-W5,70-74,1732
2022-W5,75-79,2227
2022-W5,80-84,4175
2022-W5,85-89,4067
2022-W5,90-94,2961
2022-W5,95+,1367
2022-W5,Insgesamt,20698
2022-W50,0-29,167
2022-W50,30-34,59
2022-W50,35-39,85
2022-W50,40-44,154
2022-W50,45-49,189
2022-W50,50-54,426
2022-W50,55-59,851
2022-W50,60-64,1276
2022-W50,65-69,1726
2022-W50,70-74,2284
2022-W50,75-79,2708
2022-W50,80-84,5119
2022-W50,85-89,5493
2022-W50,90-94,3751
2022-W50,95+,1689
2022-W50,Insgesamt,25977
2022-W51,0-29,173
2022-W51,30-34,69
2022-W51,35-39,73
2022-W51,40-44,130
2022-W51,45-49,215
2022-W51,50-54,409
2022-W51,55-59,878
2022-W51,60-64,1329
2022-W51,65-69,1860
2022-W51,70-74,2443
2022-W51,75-79,2975
2022-W51,80-84,5640
2022-W51,85-89,6083
2022-W51,90-94,4362
2022-W51,95+,2043
2022-W51,Insgesamt,28682
2022-W52,0-29,175
2022-W52,30-34,62
2022-W52,35-39,89
2022-W52,40-44,138
2022-W52,45-49,213
2022-W52,50-54,425
2022-W52,55-59,766
2022-W52,60-64,1273
2022-W52,65-69,1731
2022-W52,70-74,2322
2022-W52,75-79,2781
2022-W52,80-84,5374
2022-W52,85-89,5866
2022-W52,90-94,4137
2022-W52,95+,1932
2022-W52,Insgesamt,27284
2022-W53,0-29,X
2022-W53,30-34,X
2022-W53,35-39,X
2022-W53,40-44,X
2022-W53,45-49,X
2022-W53,50-54,X
2022-W53,55-59,X
2022-W53,60-64,X
2022-W53,65-69,X
2022-W53,70-74,X
2022-W53,75-79,X
2022-W53,80-84,X
2022-W53,85-89,X
2022-W53,90-94,X
2022-W53,95+,X
2022-W53,Insgesamt,X
2022-W6,0-29,155
2022-W6,30-34,46
2022-W6,35-39,91
2022-W6,40-44,114
2022-W6,45-49,177
2022-W6,50-54,385
2022-W6,55-59,743
2022-W6,60-64,1115
2022-W6,65-69,1373
2022-W6,70-74,1808
2022-W6,75-79,2201
2022-W6,80-84,4018
2022-W6,85-89,3974
2022-W6,90-94,2939
2022-W6,95+,1356
2022-W6,Insgesamt,20495
2022-W7,0-29,146
2022-W7,30-34,53
2022-W7,35-39,78
2022-W7,40-44,133
2022-W7,45-49,169
2022-W7,50-54,376
2022-W7,55-59,741
2022-W7,60-64,1032
2022-W7,65-69,1425
2022-W7,70-74,1843
2022-W7,75-79,2180
2022-W7,80-84,4238
2022-W7,85-89,4224
2022-W7,90-94,3150
2022-W7,95+,1377
2022-W7,Insgesamt,21165
2022-W8,0-29,124
2022-W8,30-34,48
2022-W8,35-39,89
2022-W8,40-44,141
2022-W8,45-49,184
2022-W8,50-54,396
2022-W8,55-59,726
2022-W8,60-64,1004
2022-W8,65-69,1398
2022-W8,70-74,1697
2022-W8,75-79,2143
2022-W8,80-84,4140
2022-W8,85-89,4009
2022-W8,90-94,2898
2022-W8,95+,1378
2022-W8,Insgesamt,20375
2022-W9,0-29,139
2022-W9,30-34,62
2022-W9,35-39,89
2022-W9,40-44,119
2022-W9,45-49,170
2022-W9,50-54,341
2022-W9,55-59,713
2022-W9,60-64,1051
2022-W9,65-69,1427
2022-W9,70-74,1750
2022-W9,75-79,2208
2022-W9,80-84,4005
2022-W9,85-89,4225
2022-W9,90-94,3107
2022-W9,95+,1405
2022-W9,Insgesamt,20811
2023-W1,0-29,135
2023-W1,30-34,53
2023-W1,35-39,92
2023-W1,40-44,128
2023-W1,45-49,209
2023-W1,50-54,409
2023-W1,55-59,810
2023-W1,60-64,1247
2023-W1,65-69,1623
2023-W1,70-74,2195
2023-W1,75-79,2534
2023-W1,80-84,5045
2023-W1,85-89,5389
2023-W1,90-94,3700
2023-W1,95+,1815
2023-W1,Insgesamt,25384
2023-W10,0-29,166
2023-W10,30-34,53
2023-W10,35-39,88
2023-W10,40-44,139
2023-W10,45-49,182
2023-W10,50-54,386
2023-W10,55-59,760
2023-W10,60-64,1128
2023-W10,65-69,1479
2023-W10,70-74,1951
2023-W10,75-79,2298
2023-W10,80-84,4209
2023-W10,85-89,4548
2023-W10,90-94,3144
2023-W10,95+,1413
2023-W10,Insgesamt,21944
2023-W11,0-29,162
2023-W11,30-34,51
2023-W11,35-39,92
2023-W11,40-44,154
2023-W11,45-49,200
2023-W11,50-54,406
2023-W11,55-59,717
2023-W11,60-64,1182
2023-W11,65-69,1496
2023-W11,70-74,1927
2023-W11,75-79,2295
2023-W11,80-84,4222
2023-W11,85-89,4554
2023-W11,90-94,2977
2023-W11,95+,1371
2023-W11,Insgesamt,21806
2023-W12,0-29,154
2023-W12,30-34,61
2023-W12,35-39,98
2023-W12,40-44,125
2023-W12,45-49,198
2023-W12,50-54,350
2023-W12,55-59,673
2023-W12,60-64,1074
2023-W12,65-69,1489
2023-W12,70-74,1924
2023-W12,75-79,2226
2023-W12,80-84,4149
2023-W12,85-89,4493
2023-W12,90-94,2938
2023-W12,95+,1393
2023-W12,Insgesamt,21345
2023-W13,0-29,148
2023-W13,30-34,47
2023-W13,35-39,81
2023-W13,40-44,122
2023-W13,45-49,193
2023-W13,50-54,364
2023-W13,55-59,713
2023-W13,60-64,1077
2023-W13,65-69,1402
2023-W13,70-74,1877
2023-W13,75-79,2210
2023-W13,80-84,4057
2023-W13,85-89,4354
2023-W13,90-94,2813
2023-W13,95+,1276
2023-W13,Insgesamt,20734
2023-W14,0-29,131
2023-W14,30-34,56
2023-W14,35-39,75
2023-W14,40-44,114
2023-W14,45-49,201
2023-W14,50-54,334
2023-W14,55-59,660
2023-W14,60-64,1157
2023-W14,65-69,1405
2023-W14,70-74,1819
2023-W14,75-79,2064
2023-W14,80-84,3815
2023-W14,85-89,4203
2023-W14,90-94,2753
2023-W14,95+,1152
2023-W14,Insgesamt,19939
2023-W15,0-29,149
2023-W15,30-34,50
2023-W15,35-39,94
2023-W15,40-44,121
2023-W15,45-49,173
2023-W15,50-54,365
2023-W15,55-59,657
2023-W15,60-64,1117
2023-W15,65-69,1384
2023-W15,70-74,1824
2023-W15,75-79,2082
2023-W15,80-84,3822
2023-W15,85-89,4255
2023-W15,90-94,2775
2023-W15,95+,1248
2023-W15,Insgesamt,20116
2023-W16,0-29,147
2023-W16,30-34,37
2023-W16,35-39,85
2023-W16,40-44,124
2023-W16,45-49,189
2023-W16,50-54,343
2023-W16,55-59,709
2023-W16,60-64,1052
2023-W16,65-69,1397
2023-W16,70-74,1874
2023-W16,75-79,2145
2023-W16,80-84,3690
2023-W16,85-89,4156
2023-W16,90-94,2681
2023-W16,95+,1218
2023-W16,Insgesamt,19847
2023-W17,0-29,141
2023-W17,30-34,52
2023-W17,35-39,77
2023-W17,40-44,126
2023-W17,45-49,166
2023-W17,50-54,356
2023-W17,55-59,690
2023-W17,60-64,1059
2023-W17,65-69,1371
2023-W17,70-74,1805
2023-W17,75-79,2004
2023-W17,80-84,3668
2023-W17,85-89,3933
2023-W17,90-94,2670
2023-W17,95+,1180
2023-W17,Insgesamt,19298
2023-W18,0-29,147
2023-W18,30-34,43
2023-W18,35-39,76
2023-W18,40-44,117
2023-W18,45-49,177
2023-W18,50-54,332
2023-W18,55-59,670
2023-W18,60-64,1076
2023-W18,65-69,1332
2023-W18,70-74,1698
2023-W18,75-79,1979
2023-W18,80-84,3720
2023-W18,85-89,3950
2023-W18,90-94,2533
2023-W18,95+,1191
2023-W18,Insgesamt,19041
2023-W19,0-29,136
2023-W19,30-34,49
2023-W19,35-39,78
2023-W19,40-44,124
2023-W19,45-49,176
2023-W19,50-54,370
2023-W19,55-59,639
2023-W19,60-64,978
2023-W19,65-69,1433
2023-W19,70-74,1706
2023-W19,75-79,2032
2023-W19,80-84,3547
2023-W19,85-89,3953
2023-W19,90-94,2486
2023-W19,95+,1170
2023-W19,Insgesamt,18877
2023-W2,0-29,133
2023-W2,30-34,61
2023-W2,35-39,83
2023-W2,40-44,120
2023-W2,45-49,195
2023-W2,50-54,374
2023-W2,55-59,756
2023-W2,60-64,1120
2023-W2,65-69,1573
2023-W2,70-74,1964
2023-W2,75-79,2348
2023-W2,80-84,4369
2023-W2,85-89,4798
2023-W2,90-94,3279
2023-W2,95+,1522
2023-W2,Insgesamt,22695
2023-W20,0-29,143
2023-W20,30-34,46
2023-W20,35-39,84
2023-W20,40-44,117
2023-W20,45-49,170
2023-W20,50-54,362
2023-W20,55-59,713
2023-W20,60-64,1031
2023-W20,65-69,1384
2023-W20,70-74,1702
2023-W20,75-79,1952
2023-W20,80-84,3449
2023-W20,85-89,3738
2023-W20,90-94,2395
2023-W20,95+,1083
2023-W20,Insgesamt,18369
2023-W21,0-29,143
2023-W21,30-34,50
2023-W21,35-39,78
2023-W21,40-44,127
2023-W21,45-49,188
2023-W21,50-54,339
2023-W21,55-59,633
2023-W21,60-64,1016
2023-W21,65-69,1305
2023-W21,70-74,1650
2023-W21,75-79,1965
2023-W21,80-84,3514
2023-W21,85-89,3739
2023-W21,90-94,2481
2023-W21,95+,1145
2023-W21,Insgesamt,18373
2023-W22,0-29,145
2023-W22,30-34,43
2023-W22,35-39,74
2023-W22,40-44,124
2023-W22,45-49,153
2023-W22,50-54,326
2023-W22,55-59,660
2023-W22,60-64,989
2023-W22,65-69,1367
2023-W22,70-74,1704
2023-W22,75-79,1922
2023-W22,80-84,3338
2023-W22,85-89,3711
2023-W22,90-94,2367
2023-W22,95+,1067
2023-W22,Insgesamt,17990
2023-W23,0-29,140
2023-W23,30-34,73
2023-W23,35-39,73
2023-W23,40-44,112
2023-W23,45-49,171
2023-W23,50-54,352
2023-W23,55-59,708
2023-W23,60-64,980
2023-W23,65-69,1324
2023-W23,70-74,1708
2023-W23,75-79,1924
2023-W23,80-84,3401
2023-W23,85-89,3758
2023-W23,90-94,2554
2023-W23,95+,1102
2023-W23,Insgesamt,18380
2023-W24,0-29,132
2023-W24,30-34,51
2023-W24,35-39,77
2023-W24,40-44,146
2023-W24,45-49,183
2023-W24,50-54,347
2023-W24,55-59,658
2023-W24,60-64,976
2023-W24,65-69,1316
2023-W24,70-74,1721
2023-W24,75-79,1860
2023-W24,80-84,3357
2023-W24,85-89,3590
2023-W24,90-94,2342
2023-W24,95+,1074
2023-W24,Insgesamt,17830
2023-W25,0-29,156
2023-W25,30-34,60
2023-W25,35-39,80
2023-W25,40-44,128
2023-W25,45-49,160
2023-W25,50-54,331
2023-W25,55-59,702
2023-W25,60-64,1024
2023-W25,65-69,1295
2023-W25,70-74,1713
2023-W25,75-79,1969
2023-W25,80-84,3329
2023-W25,85-89,3709
2023-W25,90-94,2348
2023-W25,95+,1077
2023-W25,Insgesamt,18081
2023-W26,0-29,139
2023-W26,30-34,45
2023-W26,35-39,66
2023-W26,40-44,105
2023-W26,45-49,152
2023-W26,50-54,351
2023-W26,55-59,615
2023-W26,60-64,952
2023-W26,65-69,1297
2023-W26,70-74,1597
2023-W26,75-79,1762
2023-W26,80-84,3227
2023-W26,85-89,3434
2023-W26,90-94,2270
2023-W26,95+,1010
2023-W26,Insgesamt,17022
2023-W27,0-29,153
2023-W27,30-34,42
2023-W27,35-39,87
2023-W27,40-44,125
2023-W27,45-49,165
2023-W27,50-54,354
2023-W27,55-59,636
2023-W27,60-64,969
2023-W27,65-69,1267
2023-W27,70-74,1614
2023-W27,75-79,1789
2023-W27,80-84,3261
2023-W27,85-89,3411
2023-W27,90-94,2249
2023-W27,95+,1014
2023-W27,Insgesamt,17136
2023-W28,0-29,137
2023-W28,30-34,48
2023-W28,35-39,84
2023-W28,40-44,118
2023-W28,45-49,181
2023-W28,50-54,324
2023-W28,55-59,632
2023-W28,60-64,984
2023-W28,65-69,1274
2023-W28,70-74,1660
2023-W28,75-79,1818
2023-W28,80-84,3288
2023-W28,85-89,3787
2023-W28,90-94,2331
2023-W28,95+,1064
2023-W28,Insgesamt,17730
2023-W29,0-29,126
2023-W29,30-34,45
2023-W29,35-39,85
2023-W29,40-44,108
2023-W29,45-49,158
2023-W29,50-54,327
2023-W29,55-59,599
2023-W29,60-64,962
2023-W29,65-69,1232
2023-W29,70-74,1592
2023-W29,75-79,1854
2023-W29,80-84,3035
2023-W29,85-89,3437
2023-W29,90-94,2181
2023-W29,95+,1026
2023-W29,Insgesamt,16767
2023-W3,0-29,145
2023-W3,30-34,65
2023-W3,35-39,62
2023-W3,40-44,133
2023-W3,45-49,177
2023-W3,50-54,386
2023-W3,55-59,700
2023-W3,60-64,1136
2023-W3,65-69,1432
2023-W3,70-74,1912
2023-W3,75-79,2166
2023-W3,80-84,4044
2023-W3,85-89,4460
2023-W3,90-94,3016
2023-W3,95+,1381
2023-W3,Insgesamt,21215
2023-W30,0-29,117
2023-W30,30-34,42
2023-W30,35-39,81
2023-W30,40-44,107
2023-W30,45-49,150
2023-W30,50-54,298
2023-W30,55-59,570
2023-W30,60-64,983
2023-W30,65-69,1264
2023-W30,70-74,1524
2023-W30,75-79,1778
2023-W30,80-84,3291
2023-W30,85-89,3544
2023-W30,90-94,2193
2023-W30,95+,983
2023-W30,Insgesamt,16925
2023-W31,0-29,131
2023-W31,30-34,40
2023-W31,35-39,83
2023-W31,40-44,116
2023-W31,45-49,171
2023-W31,50-54,294
2023-W31,55-59,598
2023-W31,60-64,931
2023-W31,65-69,1217
2023-W31,70-74,1658
2023-W31,75-79,1761
2023-W31,80-84,3194
2023-W31,85-89,3469
2023-W31,90-94,2214
2023-W31,95+,980
2023-W31,Insgesamt,16857
2023-W32,0-29,125
2023-W32,30-34,45
2023-W32,35-39,81
2023-W32,40-44,108
2023-W32,45-49,151
2023-W32,50-54,321
2023-W32,55-59,632
2023-W32,60-64,947
2023-W32,65-69,1283
2023-W32,70-74,1693
2023-W32,75-79,1866
2023-W32,80-84,3256
2023-W32,85-89,3683
2023-W32,90-94,2254
2023-W32,95+,1004
2023-W32,Insgesamt,17449
2023-W33,0-29,136
2023-W33,30-34,42
2023-W33,35-39,76
2023-W33,40-44,131
2023-W33,45-49,177
2023-W33,50-54,330
2023-W33,55-59,633
2023-W33,60-64,974
2023-W33,65-69,1324
2023-W33,70-74,1745
2023-W33,75-79,1982
2023-W33,80-84,3408
2023-W33,85-89,3873
2023-W33,90-94,2501
2023-W33,95+,1109
2023-W33,Insgesamt,18441
2023-W34,0-29,144
2023-W34,30-34,45
2023-W34,35-39,87
2023-W34,40-44,124
2023-W34,45-49,156
2023-W34,50-54,320
2023-W34,55-59,604
2023-W34,60-64,1035
2023-W34,65-69,1334
2023-W34,70-74,1673
2023-W34,75-79,1942
2023-W34,80-84,3424
2023-W34,85-89,3791
2023-W34,90-94,2371
2023-W34,95+,1091
2023-W34,Insgesamt,18141
2023-W35,0-29,140
2023-W35,30-34,45
2023-W35,35-39,96
2023-W35,40-44,116
2023-W35,45-49,154
2023-W35,50-54,305
2023-W35,55-59,602
2023-W35,60-64,949
2023-W35,65-69,1228
2023-W35,70-74,1590
2023-W35,75-79,1793
2023-W35,80-84,3091
2023-W35,85-89,3444
2023-W35,90-94,2151
2023-W35,95+,1023
2023-W35,Insgesamt,16727
2023-W36,0-29,152
2023-W36,30-34,60
2023-W36,35-39,92
2023-W36,40-44,109
2023-W36,45-49,164
2023-W36,50-54,334
2023-W36,55-59,635
2023-W36,60-64,1034
2023-W36,65-69,1321
2023-W36,70-74,1726
2023-W36,75-79,1845
2023-W36,80-84,3270
2023-W36,85-89,3771
2023-W36,90-94,2472
2023-W36,95+,1106
2023-W36,Insgesamt,18091
2023-W37,0-29,148
2023-W37,30-34,53
2023-W37,35-39,87
2023-W37,40-44,107
2023-W37,45-49,167
2023-W37,50-54,330
2023-W37,55-59,668
2023-W37,60-64,1003
2023-W37,65-69,1328
2023-W37,70-74,1607
2023-W37,75-79,1870
2023-W37,80-84,3328
2023-W37,85-89,3631
2023-W37,90-94,2442
2023-W37,95+,1093
2023-W37,Insgesamt,17862
2023-W38,0-29,138
2023-W38,30-34,53
2023-W38,35-39,73
2023-W38,40-44,114
2023-W38,45-49,177
2023-W38,50-54,295
2023-W38,55-59,612
2023-W38,60-64,986
2023-W38,65-69,1280
2023-W38,70-74,1550
2023-W38,75-79,1780
2023-W38,80-84,3337
2023-W38,85-89,3643
2023-W38,90-94,2311
2023-W38,95+,978
2023-W38,Insgesamt,17327
2023-W39,0-29,131
2023-W39,30-34,56
2023-W39,35-39,80
2023-W39,40-44,112
2023-W39,45-49,172
2023-W39,50-54,297
2023-W39,55-59,606
2023-W39,60-64,992
2023-W39,65-69,1215
2023-W39,70-74,1651
2023-W39,75-79,1884
2023-W39,80-84,3300
2023-W39,85-89,3740
2023-W39,90-94,2309
2023-W39,95+,1062
2023-W39,Insgesamt,17607
2023-W4,0-29,150
2023-W4,30-34,45
2023-W4,35-39,66
2023-W4,40-44,116
2023-W4,45-49,158
2023-W4,50-54,395
2023-W4,55-59,678
2023-W4,60-64,1049
2023-W4,65-69,1442
2023-W4,70-74,1882
2023-W4,75-79,2134
2023-W4,80-84,3980
2023-W4,85-89,4256
2023-W4,90-94,2958
2023-W4,95+,1317
2023-W4,Insgesamt,20626
2023-W40,0-29,146
2023-W40,30-34,50
2023-W40,35-39,88
2023-W40,40-44,123
2023-W40,45-49,170
2023-W40,50-54,332
2023-W40,55-59,633
2023-W40,60-64,969
2023-W40,65-69,1317
2023-W40,70-74,1644
2023-W40,75-79,1843
2023-W40,80-84,3382
2023-W40,85-89,3895
2023-W40,90-94,2445
2023-W40,95+,1102
2023-W40,Insgesamt,18139
2023-W41,0-29,141
2023-W41,30-34,51
2023-W41,35-39,86
2023-W41,40-44,122
2023-W41,45-49,169
2023-W41,50-54,323
2023-W41,55-59,680
2023-W41,60-64,1058
2023-W41,65-69,1272
2023-W41,70-74,1674
2023-W41,75-79,1963
2023-W41,80-84,3559
2023-W41,85-89,3939
2023-W41,90-94,2490
2023-W41,95+,1225
2023-W41,Insgesamt,18752
2023-W42,0-29,141
2023-W42,30-34,51
2023-W42,35-39,66
2023-W42,40-44,100
2023-W42,45-49,155
2023-W42,50-54,346
2023-W42,55-59,646
2023-W42,60-64,1070
2023-W42,65-69,1358
2023-W42,70-74,1761
2023-W42,75-79,2054
2023-W42,80-84,3636
2023-W42,85-89,4190
2023-W42,90-94,2666
2023-W42,95+,1203
2023-W42,Insgesamt,19443
2023-W43,0-29,140
2023-W43,30-34,46
2023-W43,35-39,103
2023-W43,40-44,124
2023-W43,45-49,173
2023-W43,50-54,329
2023-W43,55-59,649
2023-W43,60-64,1073
2023-W43,65-69,1385
2023-W43,70-74,1784
2023-W43,75-79,2055
2023-W43,80-84,3932
2023-W43,85-89,4370
2023-W43,90-94,2818
2023-W43,95+,1234
2023-W43,Insgesamt,20215
2023-W44,0-29,147
2023-W44,30-34,53
2023-W44,35-39,79
2023-W44,40-44,106
2023-W44,45-49,204
2023-W44,50-54,328
2023-W44,55-59,699
2023-W44,60-64,1049
2023-W44,65-69,1347
2023-W44,70-74,1839
2023-W44,75-79,2084
2023-W44,80-84,3869
2023-W44,85-89,4446
2023-W44,90-94,2800
2023-W44,95+,1324
2023-W44,Insgesamt,20374
2023-W45,0-29,158
2023-W45,30-34,58
2023-W45,35-39,94
2023-W45,40-44,123
2023-W45,45-49,171
2023-W45,50-54,344
2023-W45,55-59,646
2023-W45,60-64,1066
2023-W45,65-69,1324
2023-W45,70-74,1846
2023-W45,75-79,2122
2023-W45,80-84,3912
2023-W45,85-89,4509
2023-W45,90-94,2876
2023-W45,95+,1318
2023-W45,Insgesamt,20567
2023-W46,0-29,130
2023-W46,30-34,48
2023-W46,35-39,84
2023-W46,40-44,111
2023-W46,45-49,180
2023-W46,50-54,350
2023-W46,55-59,659
2023-W46,60-64,1078
2023-W46,65-69,1427
2023-W46,70-74,1968
2023-W46,75-79,2143
2023-W46,80-84,3923
2023-W46,85-89,4475
2023-W46,90-94,2936
2023-W46,95+,1262
2023-W46,Insgesamt,20774
2023-W47,0-29,152
2023-W47,30-34,53
2023-W47,35-39,81
2023-W47,40-44,132
2023-W47,45-49,190
2023-W47,50-54,348
2023-W47,55-59,706
2023-W47,60-64,1086
2023-W47,65-69,1438
2023-W47,70-74,1873
2023-W47,75-79,2219
2023-W47,80-84,3987
2023-W47,85-89,4533
2023-W47,90-94,2890
2023-W47,95+,1287
2023-W47,Insgesamt,20975
2023-W48,0-29,156
2023-W48,30-34,54
2023-W48,35-39,71
2023-W48,40-44,141
2023-W48,45-49,191
2023-W48,50-54,372
2023-W48,55-59,703
2023-W48,60-64,1187
2023-W48,65-69,1520
2023-W48,70-74,2056
2023-W48,75-79,2252
2023-W48,80-84,4027
2023-W48,85-89,4836
2023-W48,90-94,2993
2023-W48,95+,1416
2023-W48,Insgesamt,21975
2023-W49,0-29,154
2023-W49,30-34,54
2023-W49,35-39,97
2023-W49,40-44,136
2023-W49,45-49,219
2023-W49,50-54,370
2023-W49,55-59,676
2023-W49,60-64,1207
2023-W49,65-69,1594
2023-W49,70-74,1970
2023-W49,75-79,2373
2023-W49,80-84,4320
2023-W49,85-89,5085
2023-W49,90-94,3130
2023-W49,95+,1509
2023-W49,Insgesamt,22894
2023-W5,0-29,121
2023-W5,30-34,43
2023-W5,35-39,87
2023-W5,40-44,126
2023-W5,45-49,184
2023-W5,50-54,357
2023-W5,55-59,760
2023-W5,60-64,1148
2023-W5,65-69,1504
2023-W5,70-74,1920
2023-W5,75-79,2186
2023-W5,80-84,3955
2023-W5,85-89,4424
2023-W5,90-94,2978
2023-W5,95+,1288
2023-W5,Insgesamt,21081
2023-W50,0-29,138
2023-W50,30-34,64
2023-W50,35-39,79
2023-W50,40-44,140
2023-W50,45-49,197
2023-W50,50-54,351
2023-W50,55-59,740
2023-W50,60-64,1053
2023-W50,65-69,1558
2023-W50,70-74,1979
2023-W50,75-79,2413
2023-W50,80-84,4287
2023-W50,85-89,4905
2023-W50,90-94,3145
2023-W50,95+,1479
2023-W50,Insgesamt,22528
2023-W51,0-29,146
2023-W51,30-34,42
2023-W51,35-39,83
2023-W51,40-44,127
2023-W51,45-49,180
2023-W51,50-54,334
2023-W51,55-59,741
2023-W51,60-64,1150
2023-W51,65-69,1557
2023-W51,70-74,2131
2023-W51,75-79,2439
2023-W51,80-84,4345
2023-W51,85-89,4999
2023-W51,90-94,3169
2023-W51,95+,1447
2023-W51,Insgesamt,22890
2023-W52,0-29,148
2023-W52,30-34,42
2023-W52,35-39,65
2023-W52,40-44,136
2023-W52,45-49,158
2023-W52,50-54,363
2023-W52,55-59,672
2023-W52,60-64,1128
2023-W52,65-69,1410
2023-W52,70-74,1931
2023-W52,75-79,2274
2023-W52,80-84,4180
2023-W52,85-89,4839
2023-W52,90-94,3084
2023-W52,95+,1392
2023-W52,Insgesamt,21822
2023-W53,0-29,X
2023-W53,30-34,X
2023-W53,35-39,X
2023-W53,40-44,X
2023-W53,45-49,X
2023-W53,50-54,X
2023-W53,55-59,X
2023-W53,60-64,X
2023-W53,65-69,X
2023-W53,70-74,X
2023-W53,75-79,X
2023-W53,80-84,X
2023-W53,85-89,X
2023-W53,90-94,X
2023-W53,95+,X
2023-W53,Insgesamt,X
2023-W6,0-29,185
2023-W6,30-34,50
2023-W6,35-39,80
2023-W6,40-44,131
2023-W6,45-49,195
2023-W6,50-54,410
2023-W6,55-59,633
2023-W6,60-64,1095
2023-W6,65-69,1406
2023-W6,70-74,1785
2023-W6,75-79,2203
2023-W6,80-84,3873
2023-W6,85-89,4295
2023-W6,90-94,2860
2023-W6,95+,1288
2023-W6,Insgesamt,20489
2023-W7,0-29,152
2023-W7,30-34,65
2023-W7,35-39,84
2023-W7,40-44,143
2023-W7,45-49,174
2023-W7,50-54,374
2023-W7,55-59,736
2023-W7,60-64,1038
2023-W7,65-69,1420
2023-W7,70-74,1829
2023-W7,75-79,2258
2023-W7,80-84,4022
2023-W7,85-89,4312
2023-W7,90-94,3011
2023-W7,95+,1360
2023-W7,Insgesamt,20978
2023-W8,0-29,156
2023-W8,30-34,42
2023-W8,35-39,78
2023-W8,40-44,128
2023-W8,45-49,162
2023-W8,50-54,353
2023-W8,55-59,732
2023-W8,60-64,1038
2023-W8,65-69,1451
2023-W8,70-74,1868
2023-W8,75-79,2198
2023-W8,80-84,4039
2023-W8,85-89,4357
2023-W8,90-94,2982
2023-W8,95+,1309
2023-W8,Insgesamt,20893
2023-W9,0-29,146
2023-W9,30-34,46
2023-W9,35-39,98
2023-W9,40-44,140
2023-W9,45-49,178
2023-W9,50-54,363
2023-W9,55-59,710
2023-W9,60-64,1132
2023-W9,65-69,1508
2023-W9,70-74,1888
2023-W9,75-79,2068
2023-W9,80-84,4151
2023-W9,85-89,4346
2023-W9,90-94,2943
2023-W9,95+,1324
2023-W9,Insgesamt,21041
